CAS	Tm	Tb	Hfus	Hvap	Hf	S0	LFL	UFL	T_flash	T_autoignition	RI	RIT	logP
118-52-5	405.37222								447.59444				
118-55-8	316.15												
118-58-1	292.15										1.5805		
118-61-6	274.15												
118-69-4	275.15												
118-71-8	436.15												
118-79-6	362.15												
118-82-1	429.15												
118-83-2	295.15												
118-90-1	378.15												
118-91-2	413.15												
118-92-3	420.15												
118-93-4	278.15												
118-96-7	353.15												
118-97-8	434.15												
118062-05-8	350.15												
1182-66-7	350.15												
118276-06-5	396.15												
118289-16-0	334.15												
118289-17-1	327.15												
118430-73-2	430.15												
1184916-25-3	549.15												
1186-49-8					-1083000								
1188-21-2	451.15												
1188-37-0	470.15												
1189-85-1	273.15												
1189-93-1	206.15												
119-27-7	364.15												
119-30-2	470.15												
119-32-4	350.15												
119-33-5	307.15												
119-34-6	402.15												
119-36-8	264.15												
119-52-8	385.15												
119-53-9	407.15												
119-56-2	333.15												
119-61-9	322.15	578.15								833.15			
119-64-2	238.15	480.15									1.541		
119-65-3	298.65	516.4											
119-67-5	372.15												
119-81-3	391.15												
119-84-6	298.15												
119-90-4	410.37222								479.26111				
119-91-5	468.15												
119-93-7	402.03889	573.15											
1190-24-5	442.15												
1191-43-1	252.15												
1191-67-9	290.15												
1191-95-3	222.15												
1191-96-4	124.15												
1192-28-5	329.15												
1192-53-6	327.15												
1192-62-7	302.15												
119269-24-8	301.15												
1193-10-8	336.15												
1193-21-1	339.15												
1193-22-2	536.15												
1193-55-1	479.15												
1193-72-2	300.15												
1193-82-4	302.15												
1194-02-1	309.15												
1194-64-5	310.15												
1194-65-6	418.15												
1194-66-7	445.15												
1194-98-5	372.15												
119413-61-5	375.15												
1195-09-1	310.15												
1195-14-8	325.15												
1195-16-0	383.15												
1195-59-1	385.15												
119584-70-2	520.15												
1196-69-6	371.15												
1197-19-9	347.15												
1198-30-7	362.15												
1198-98-7	308.15												
1199-46-8	436.15												
1199-77-5	353.15												
120-07-0	330.15												
120-12-7	489.15												
120-14-9	317.15												
120-20-7	284.15												
120-21-8	313.15												
120-22-9	355.15												
120-23-0	429.15												
120-25-2	334.15												
120-29-6	336.15												
120-32-1	321.15												
120-35-4	428.15												
120-36-5	387.15												
120-37-6	361.15												
120-44-5	384.15												
120-46-7	351.15												
120-47-8	390.15												
120-51-4	292.15	594.45							421.15	753.15	1.568		
120-53-6	472.15												
120-57-0	309.15												
120-61-6	415.15	561.15											
120-66-1	384.15												
120-70-7	325.15												
120-72-9	325.45	527.15											2.14
120-73-0	487.15												
120-75-2	285.15	512.15											
120-80-9	378.15	518.70556					0.014		400.37222				
120-82-1	290.37222	486.48333					0.025	0.066	378.70556				
120-83-2	315.15												
120-92-3	222.15												
120-94-5	183.15												
1200-03-9	315.15												
1200-14-2	230.15												
12001-26-2	973.15												
12002-99-2					-18100								
120022-63-1	414.15												
12007-41-9	1107.15												
12009-36-8	1783.15				-314000								
1201-31-6	359.15												
1201-38-3	292.15												
12013-47-7	2823.15												
12013-57-9	1783.15												
12015-53-1	181.58	355.15											
12016-67-0					-9127000								
12018-61-0	873.15				-295000								
12019-11-3					-90000								
12019-52-2	1173.15												
1202-25-1	373.15												
1202-39-7	492.15												
12020-69-8	1799.15												
12022-42-3	1223.15												
12024-14-5	1097.15												
12024-22-5	1398.15												
12024-27-0					-272000								
12025-19-3											1.59		
12025-32-0	928.15				-73400								
12025-34-2		1803.15			-150060								
12025-39-7	998.15				-28000								
12026-06-1					-239000								
12030-19-2	969.15												
12030-24-9	1345.15				-351000								
12030-25-0	793.15												
12030-88-5	808.15				-280000								
12031-82-2	1598.15												
12032-88-1	1423.15												
12034-12-7					-261000								
12034-41-2	1308.15												
12034-72-9	2313.15				-47000								
12035-04-0	2403.15												
12035-79-9	2833.15				-1078000								
12036-10-1					-305000								
12036-22-5					-588100								
12036-35-0	1373.15												
12037-94-4	1019.15												
12038-16-3	1773.15												
12038-44-7	2323.15				-96710								
12038-80-1	1501.15												
12039-19-9	2198.15												
1204-28-0	341.15												
12040-00-5	1773.15												
12044-54-1		1300.15	46800	116000	-37600								
12047-27-7	1889.15												
1205-06-7	327.15												
1205-30-7	531.15												
1205-91-0	394.15												
12052-78-7	1608.15												
120568-10-7	487.9												
12057-24-8	1843.15	2873.15											
12058-86-5	1129.15				-227000								
12058-99-0	1933.15												
12060-53-6	2298.15												
12060-54-7	1523.15												
12060-59-2	2333.15												
120602-97-3	369.15												
12064-49-2	1973.15												
12065-10-0	940.15												
12065-11-1	980.15												
12066-81-8			68600		-252000								
12068-51-8					-2300000						1.723		
12068-85-8					-163300								
120681-06-3	311.15												
1207-72-3	375.15												
12070-06-3	4153.15	5773.15											
12070-14-3	3803.15	5373.15											
120940-43-4	339.15												
121-01-7	365.15												
121-02-8	317.15												
121-14-2	342.15												
121-17-5	270.15												
121-32-4	350.15												
121-33-5	353.15	558.15							420.15				
121-34-6	487.15												
121-43-7	239.15												
121-44-8	158.15	362.59444					0.012	0.08	266.48333				
121-45-9	195.37222	384.26111							300.92778				
121-46-0	253.15												
121-50-6	282.15												
121-51-7	334.15												
121-57-3	638.15												
121-69-7	275.37222	465.37222							334.26111				
121-71-1	368.15												
121-72-2	258.15												
121-73-3	318.15												
121-75-5	275.92778								435.92778		1.4985		
121-79-9	421.15												
121-81-3	455.15												
121-82-4	478.15	507.15											
121-86-8	337.15												
121-87-9	381.15												
121-89-1	351.15												
121-90-4	306.15												
121-92-6	415.15												
121-97-1	301.15												
121-98-2	323.15												
1210-12-4	450.15												
1210-33-9	380.15												
1210-35-1	306.15												
12108-13-3	275.37222	504.81667							383.15				
1211-35-4	479.15												
121219-12-3	356.15												
121239-75-6	330.15												
12125-01-8	273.317				-465900								
12125-02-9	610.75	793.15			-314200								
12125-57-4	2123.15												
12125-58-5	2013.15												
12125-60-9	2223.15												
12125-63-2	1187.15												
12136-45-7	1013.15												
12136-63-9	2053.15												
12138-09-9					-203000								
1214-39-7	504.15												
12141-27-4		673.15											
12141-46-7	2133.15												
12142-40-4	1173.15												
12142-88-0					-63000								
12143-66-7	1973.15												
121487-13-6	335.15												
1215-59-4	372.15												
121554-10-7	394.15												
12159-43-2	1823.15												
121602-93-5	371.15												
12162-52-6	2003.15												
12164-19-1	1258.15												
12168-85-3	2423.15												
1217500-55-4	401.15												
1217863-27-8	359.15												
1217863-38-1	329.15												
12179-04-3	473.15												
12184-96-2	13.96	20.39				130.7							
12185-10-3	317.03889	553.15											
1219-38-1	325.15												
12196-52-0	926.15												
122-00-9	254.15												
122-01-0	285.15												
122-03-2		508.65											
122-04-3	346.15												
122-07-6	200.15												
122-28-1	425.15												
122-34-9	501.15												
122-37-2	342.15												
122-39-4	325.92778	575.37222							425.92778				
122-42-9	361.15												
122-48-5	314.15												
122-51-0	197.15	419.05									1.3922		
122-52-1	161.15												
122-56-5	239.15												
122-59-8	373.15												
122-60-1	276.48333	518.15							393.15				
122-63-4	495.15												
122-66-7	398.15												
122-80-5	436.15												
122-85-0	429.15												
122-88-3	432.15												
122-95-2	343.15												
122-97-4	255.15												
122-98-5	243.15												
122-99-6	285.15	519.15							394.15	748.15	1.534		
1222-98-6	437.15												
12232-27-8	1373.15				-30000								
122376-76-5	308.15												
12249-70-6	997.15												
12250-18-9					-1700								
12258-63-8	703.15												
12263-33-1	1368.15												
12265-93-9	1333.15												
122665-97-8	379.15												
1227608-02-7		723.16											
122775-35-3	513.15												
12280-64-7					-908000								
122839-51-4	483.15												
122947-98-2		733.15											
123-00-2	258.15												
123-01-3	266.15												
123-02-4	283.15												
123-06-8	338.15												
123-07-9	316.15												
123-08-0	391.15												
123-11-5	275.15	521.15											
123-15-9	173.15												
123-19-3	240.37222	417.03889							322.03889				
123-25-1	252.15												
123-29-5	229.15												
123-30-8	459.15								773.15				
123-31-9	443.15	558.15							438.15				
123-32-0	288.15												
123-38-6	192.15												
123-39-7	269.15												
123-42-2	229.26111	440.92778					0.018	0.069	324.81667				
123-51-3	155.92778	405.37222					0.012	0.09	315.92778				
123-54-6	250.15												
123-56-8	397.15												
123-61-5	321.15												
123-62-6	229.15												
123-66-0	206.15												
123-72-8	174.15												
123-73-9	199.26111	377.03889					0.021	0.155	280.37222				
123-75-1	210.15	360.15											
123-76-2	302.15												
123-78-4	340.15												
123-86-4	195.92778	398.70556					0.017	0.076	295.37222				
123-91-1	284.81667	374.26111			-354000		0.02	0.22	285.92778		1.42241		
123-92-2	194.81667	415.37222					0.01	0.075	298.15				
123-99-9	379.65												
123045-62-5	404.15												
123116-01-8	324.15												
123324-71-0	467.15												
1233509-68-6	493.15												
123367-25-9	404.15												
12346-57-5					-13000								
123577-99-1	312.15												
12358-86-0					-62000								
123620-80-4	318.15												
12370-59-1		391.15											
123843-65-2	457.15												
123843-66-3	328.15												
123843-67-4	354.15												
12385-13-6	14.01	20.28		452							1.000132		
123855-51-6	353.15												
1239-45-8	521.65												
124-02-7	185.15												
124-04-9	426.15	538.15	16700	18700									
124-06-1	285.15												
124-07-2	290.15												
124-09-4	315.15	478.15							366.15				
124-10-7	291.15												
124-12-9	228.15												
124-13-0	250.15	444.15							325.15				
124-17-4	241.15												
124-18-5	243.477	447.25											
124-19-6	253.85												
124-20-9	297.15												
124-38-9			9020	16700	394000	213.7							
124-40-3	180.92778	279.81667					0.028	0.144	266.48333				
124-48-1	251.15												
124-63-0	240.15												
124-68-5	299.15												
124-83-4	459.15												
1241-94-7	213.15	469.15											
12410-59-2	459.15												
12411-22-2	1377.15												
12411-23-3	1647.15												
12440-00-5	296.95				-1606000								
12442-63-6	276.15												
124700-41-0	436.15												
124728-45-6	475.15												
124811-71-8	446.15												
125-20-2	525.15												
125-29-1	471.15												
12510-90-6					-14500								
125471-00-3	365.15												
1256483-00-7	359.15												
125650-44-4	508.15												
1259-35-4	390.15												
12593-74-7					-8600								
12595-06-1	1243.15												
126-00-1	446.15												
126-07-8	492.15												
126-30-7	401.15												
126-33-0	300.15												
126-58-9	490.15												
126-73-8	193.15	562.15							419.26111				
126-75-0	248.15								318.15				
126-81-8	421.15												
126-98-7	237.59444	363.70556					0.02	0.068	274.26111				
126-99-8	170.37222	332.59444					0.019	0.113	253.15				
1260243-04-6	379.15												
12604-58-9	1793.15												
